1Citrus Circuits (1678)51.9548464574885642.840277269067765
2Roboteers (2481)50.0677211829566742.596390829574255
3CyberKnights (195)47.188041238580852.2072700379074233
4The HOT Team (67)46.71791419488232.296586489786376
5OP Robotics (2056)46.2610771338292.266960059701969
6The Cheesy Poofs (254)46.115589037827443.11978401239813
7Robowranglers (148)46.0998561711754962.6071706539925517
8The Beach Bots (330)45.984780073900972.5022291839679816
9Mechanical Mayhem (1519)45.5977197049630052.5501229941272348
10THEORY6 (1241)45.514838106331042.5086744983991394
11Robonauts (118)45.2834706928752842.7551212717801326
12B.E.R.T. (133)45.145821254035692.3239109066064016
13Alberta Tech Alliance (ATA) (4334)44.813887776224983.101889825474837
14BumbleB (3339)44.801834632114112.836374152657855
15HIGHROLLERS (987)44.456278114755762.600382432749495
16TechFire (225)44.2091262435265762.158356931198704
17Spartan Robotics (971)43.6281717636164363.2808511527802695
18Orbit (1690)43.3984829304536962.7477014063079577
19Team Dave (3683)42.904464597177672.6765181609170785
20Swartdogs (525)42.878592822619832.8622609517455606
21Walton Robotics (2974)42.45393149804362.622026502202392
22Team Tators (2122)42.373842763363412.680299644217706
23S.P.A.M. (180)42.122772668953142.6454063045912406
24Team Titanium (1986)41.985666452248772.941302566033595
25Cyborg Ferrets (3238)41.959629313953882.4469680191068996
26CyberCavs (4678)41.908544640218642.5873226874255217
27Hawaiian Kids (359)41.685468397482562.7142278267035564
28Children of the Swamp (179)41.675204170228512.423084753086449
29PWNAGE (2451)41.599445375995222.876993900403904
30S.W.A.T. (1806)41.465801375611063.122702747672063
31Martians (494)41.357815015370022.2870957665255154
32ThunderChickens (217)41.227640638195232.040280382465276
33Kil-A-Bytes (1024)40.986268160479132.0221266653345666
34The East Ridge Robotic Ominous RaptorS - the ERRORS (3130)40.827611347754792.729879859702314
35Black Hawk Robotics (3310)40.7799913941048762.948998707184367
36KnightKrawler (2052)40.748052132723452.6622100588591313
37Code Orange (3476)40.625656476632312.5914391541499056
38Breakaway (3937)40.61282697019993.032810877657626
39Bomb Squad (16)40.3043187034091663.326039431099287
40Bionic Black Hawks (2834)40.17027328650252.3332932259579633
41Orange Chaos (4564)39.8527398605345342.3376140233500884
42Killer Bees (33)39.816410464672312.3924972072358823
43MakeShift Robotics (4039)39.798146194433612.704642512398871
44Team THRUST (1501)39.7807276375796662.0409184640095863
45Vae Victis (1418)39.767748750657382.372577135527539
46Cow Town Robotics (5050)39.5870141388119452.1859661702530135
47Bedford Express (1023)39.4818831068648352.162848853127631
48Robo  Lions (1261)39.4361175457269942.124587573881052
49OTTO (1746)39.4219698239760062.6067859970787666
50NC GEARS (1918)39.3548656541084652.26332276554432
51Norsemen (3688)39.222504197943922.3687522028631465
52Code Red Robotics the Stray Dogs (2771)39.195574678441091.9530629102682164
53Skunk Works Robotics (1983)39.1612576844379562.0958096042798577
54Greybots (973)39.151393119619042.981953970877453
55Raider Robotix (25)39.1442936276988362.3749076090933405
56Rogue Robotics (2987)39.11420667854423.785818655318443
57The Automatons (2823)39.105446919474663.126038731145098
58R.A.I.D. (Raider Artificial Intelligence DIvision) (4469)39.0691452750154442.352728866694369
59RAMS ROBOTICS (4001)39.015148271049773.0684072395937654
60Error Code Xero (1425)38.918204270202542.275614376784465
61F.R.E.D (Fighting Rednecks Engineering and Design) (2883)38.888260757847013.2150975686759042
62The Rocketeers (20)38.8706592376976662.718639821034133
63High Voltage (231)38.797779084522383.1581763149359863
64Stryke Force (2767)38.7792049194027652.360823957792491
65Team Kika Mana (368)38.745475306387663.902532952093511
66Jersey Voltage (4587)38.720103553565213.2382403587909234
67NUTRONs (125)38.703728474600561.8705152586606495
68Gators (5172)38.6860274420452653.1968328713295255
69Beach Cities Robotics (294)38.662401148672463.0745360351858606
70Hybrid Hornets (5150)38.5601267740802952.192709527318104
71Nemesis (2590)38.548448414690142.028096267937862
72Robo Dynasty (4726)38.4920951481093643.3204760624363665
73RoboChargers (3005)38.456359899203192.8061503095460134
74Gear It Forward (2338)38.4435646713610452.8423079097754473
75Team RUSH (27)38.347402740726922.0738638004220498
76The RoboBees (836)38.328224851125312.285173056237784
77HYPE (5254)38.2905432663986643.024738254520231
78Excel (2474)38.16869316619322.2162694455750183
79Tech for Kids (3990)38.1236365179424152.7121364214354284
80Shark Attack (744)38.0575641698139653.907681820832937
81Crescent Robotics (610)38.050773670486772.615035621433567
82Team Appreciate (2468)38.0184471051061052.5418464252523854
83TORC (2137)37.981098981669452.154486819990332
84Miss Daisy (341)37.946699449211062.0692523762305344
85Bionic Eagles (5279)37.929505815976942.3992654935418996
86Flaming Chickens (1540)37.8781643822869542.4773698769921686
87Columbus Space Program (4188)37.726008869000082.2558483287897912
88Bobcat Robotics (177)37.707279329074382.322805853602948
89Chop Shop (166)37.663154294073452.3663831680724967
90Denfeld DNA Robotics (4009)37.620423025476592.9531011134505682
91Strike Zone (5460)37.609484946721812.0420207500751153
92Bearbotics (2439)37.5981393111561963.271172286673498
93B.O.B. (Built on Brains) (85)37.5037660762375752.3684721364778625
94Peddie School Robotics (5895)37.493568386564522.2346079000231756
95WiredCats (2415)37.457838008571682.2816970373245606
96SPARX (1126)37.4152685343449252.9716960287255123
97Team R.O.B.O.T.I.C.S. (107)37.408292825888922.448960276599518
98Elm City Robo Squad (558)37.3885209257426042.289792501594008
99Gaelhawks (230)37.303378842103732.021814480331156
100Ice Cubed (1305)37.272181388867632.5615422813202504
101Mechanical Mustangs (3314)37.162413270732332.0209905106513597
102TriSonics (4003)37.051648500003042.201889265905061
103Super NURDs (3255)37.0372575810924543.808150975432048
104Superior Robotics (3321)37.006917760713555.042568199354978
105Ignition (6086)36.8626874808193042.620397238592078
106RoboHawks (346)36.813167425103262.306071397366048
107Beachbotics (1876)36.8117566884195363.9421128215207606
108Fenix (4947)36.7915060797174654.7304345900064515
109Lightning Bots (5331)36.778129590724425.0990395936001605
110Average Joes (3620)36.7687921273636462.292612168318871
111TechHOUNDS (868)36.7664352009868052.109718407573648
112RoHawks (3419)36.743805109453622.9034709036292417
113Bit Buckets (4183)36.725781636416292.900826192571815
114Shockwave (4488)36.711369346461212.4400657742924428
115PVC Pirates (1058)36.7108491150459742.105403262465229
116Miracle Workerz (365)36.668148264292792.2723985374050137
117General Angels (2230)36.612145720070915.276289548481277
118Goon Squad (3604)36.5972679340573352.324612005083783
119Gael Force (126)36.553126723363832.3589819076943397
120Roborioles (4103)36.5305591693653752.3801395201408155
121The Beak Squad (4028)36.4504584379079052.6561434478315618
122UPS (Ultimate Protection Squad) (1675)36.419854305210473.066252207279752
123The Holy Cows (1538)36.382885964997912.717552053613533
124Up-A-Creek Robotics (1619)36.370954336950492.9993918517187286
125TorBots (1197)36.167428465517682.6616347281884556
126HVA RoHAWKtics (3824)36.149745551844353.004665816544368
127Floyd (287)36.1177886085713242.8825488983783076
128Blue Cheese (1086)36.1116985133896762.2869476783577523
